Tree ID,Height (m),Diameter (m),Total Biomass (kg),Carbon Stored (kg),Lifetime CO₂ (kg),Annual CO₂ (kg/yr),Daily CO₂ (kg/day)
1,4.89,4.41,65669.5,23805.19,87365.0,5824.34,15.957
